time,sds.I[1]_blanket.TBR=1.050,sds.I[1]_blanket.TBR=1.060,sds.I[1]_blanket.TBR=1.070,sds.I[1]_blanket.TBR=1.080,sds.I[1]_blanket.TBR=1.090,sds.I[1]_blanket.TBR=1.100,sds.I[1]_blanket.TBR=1.110,sds.I[1]_blanket.TBR=1.120,sds.I[1]_blanket.TBR=1.130,sds.I[1]_blanket.TBR=1.140,sds.I[1]_blanket.TBR=1.150,sds.I[1]_blanket.TBR=1.160,sds.I[1]_blanket.TBR=1.170,sds.I[1]_blanket.TBR=1.180,sds.I[1]_blanket.TBR=1.190,sds.I[1]_blanket.TBR=1.200,sds.I[1]_blanket.TBR=1.210,sds.I[1]_blanket.TBR=1.220,sds.I[1]_blanket.TBR=1.230,sds.I[1]_blanket.TBR=1.240,sds.I[1]_blanket.TBR=1.250
8.0,2654.088679764136,2654.088679595,2654.088679509741,2654.088679519869,2654.088752494854,2654.088198167493,2654.08820579141,2654.088213241209,2654.088220120355,2654.088227191433,2654.088234763851,2654.088249799111,2654.088263697171,2654.088279872549,2654.088292958152,2654.088306513106,2654.088320423557,2654.088734294192,2654.088733821017,2654.088727775189,2654.088716305857
9.0,2637.283321338589,2637.283316030851,2637.784525809906,2638.375115506754,2638.959879208422,2639.538059178081,2640.111089488599,2640.678488180043,2641.240362835792,2641.796817972718,2642.347955154669,2642.893944375308,2643.434738934169,2643.970502657589,2644.501326210715,2645.027298903763,2645.548506060275,2646.065337821543,2646.577250759207,2647.084674928067,2647.587586866121
9.043844559523222,2636.584936228651,2637.187841030785,2637.784525809906,2638.375115506754,2638.959879208422,2639.538059178081,2640.111089488599,2640.678488180043,2641.240362835792,2641.796817972718,2642.347955154669,2642.893944375308,2643.434738934169,2643.970502657589,2644.501326210715,2645.027298903763,2645.548506060275,2646.065337821543,2646.577250759207,2647.084674928067,2647.587586866121
9.043844559523222,2636.584936228651,2637.187841030785,2637.287629597133,2637.292745702282,2637.298002158916,2637.302432213427,2637.307514590186,2637.312570969111,2637.317635433839,2637.322671225868,2637.327706868329,2637.332811527836,2637.337822139824,2637.342843044351,2637.347847076601,2637.352848406991,2637.357847651916,2637.363157220458,2637.368139704502,2637.373148152408,2637.378085887019
10.0,2622.195865289728,2622.203304063307,2622.210734172043,2622.218155745705,2622.225694064608,2622.232598554498,2622.240007247964,2622.24740548482,2622.254792598707,2622.26217555485,2622.269548250053,2622.276969245518,2622.284318315102,2622.291653610033,2622.298973931624,2622.306278881933,2622.313586484088,2622.32114017382,2622.328433178609,2622.335744829334,2622.342994160826
11.0,2608.39925301831,2608.409629366256,2608.419991306495,2608.430337662986,2608.440764473014,2608.450696479486,2608.461030950914,2608.471355272144,2608.481668775761,2608.491970644001,2608.502259921611,2608.512581732154,2608.522857412341,2608.533131020373,2608.543396389687,2608.55365358096,2608.563901520495,2608.574327956221,2608.584546390445,2608.594782895491,2608.604974205773
12.0,2595.627215371755,2595.641244080793,2595.655260571141,2595.669265133653,2595.683333725565,2595.697013015748,2595.710992106482,2595.724960237228,2595.738918264511,2595.752870442376,2595.766814274865,2595.780786268106,2595.794714829042,2595.808636368866,2595.822551452843,2595.836461190509,2595.850365912906,2595.864412882006,2595.87830288254,2595.892206228442,2595.906074008702
13.0,2583.679290639624,2583.69780690395,2583.716316739026,2583.734821040519,2583.7533795862,2583.771640597703,2583.790022470545,2583.808510087365,2583.826996628243,2583.845483153515,2583.863970741455,2583.882482400617,2583.900942782987,2583.919398318819,2583.937849203519,2583.956296050443,2583.974738865179,2583.993291825188,2584.011722168142,2584.030161910904,2584.048572995832
14.0,2572.402092957916,2572.426055155223,2572.450009792216,2572.473957088374,2572.497942956588,2572.521693650383,2572.545371956732,2572.569289513478,2572.593201795135,2572.617109261058,2572.641012394203,2572.664933389408,2572.688829201511,2572.712721993704,2572.736607012062,2572.760484933998,2572.784358759583,2572.808317324658,2572.832179924667,2572.856049483221,2572.879896023053
15.0,2561.676698483312,2561.707046406898,2561.737386027886,2561.76771871926,2561.798080421634,2561.828259373582,2561.858426795022,2561.888753564685,2561.919074929695,2561.949391020524,2561.979701947891,2562.010024644771,2562.040325346794,2562.070620887941,2562.100911272954,2562.131196736558,2562.161477868555,2562.191825429661,2562.222097223946,2562.252373303339,2562.282629490085
16.0,2551.411691743258,2551.449498044894,2551.487299459403,2551.525067589011,2551.562877945769,2551.600551109755,2551.638298667662,2551.676072755158,2551.713841627729,2551.751607010982,2551.789367916923,2551.827137716796,2551.864890464621,2551.902639489763,2551.940385080505,2551.978127720057,2552.015867603607,2552.053658341709,2552.091391062404,2552.12912688236,2552.166848032607
17.0,2541.537497280638,2541.583888485035,2541.630274861474,2541.6766926927,2541.723097444689,2541.769389812863,2541.815514588328,2541.861875003772,2541.908232575743,2541.954587560764,2542.000940196079,2542.04729955842,2542.093646151652,2542.139990159411,2542.186331590583,2542.232670570988,2542.279006970452,2542.325381981868,2542.371711079171,2542.418041986912,2542.464360726675
18.0,2532.000715263202,2532.056861926246,2532.113007577214,2532.169251898043,2532.225419381225,2532.281502954971,2532.33733575829,2532.39346710152,2532.449593999668,2532.505716341644,2532.561833990094,2532.617954614137,2532.674062289198,2532.730168318399,2532.786271366937,2532.842371093324,2532.898467603776,2532.954593049341,2533.010682257687,2533.066772790597,2533.122853127416
19.0,2522.760610046741,2522.827765552232,2522.894916247521,2522.962163998916,2523.02931059358,2523.096390742102,2523.163202326801,2523.230327536307,2523.297449851799,2523.364569715948,2523.431687595668,2523.498810027198,2523.565925378443,2523.633040217325,2523.700155100286,2523.767265899562,2523.834374799532,2523.901507033074,2523.96861219022,2524.035718635555,2524.102818264404
20.0,2513.78625799219,2513.865710029481,2513.94516002854,2514.024746893624,2514.104186658742,2514.183568382562,2514.262630579068,2514.342061938319,2514.421489795835,2514.500913777405,2514.580333428609,2514.659753697233,2514.739176410777,2514.818598233002,2514.898019391243,2514.977440185072,2515.056860815882,2515.136300493175,2515.215720662278,2515.295143151812,2515.374562775861
21.0,2505.05434510434,2505.147422398625,2505.240502395221,2505.33365274493,2505.426756479636,2505.519808589984,2505.612594658131,2505.70568510547,2505.798776655982,2505.891860519816,2505.984940794247,2506.078021878771,2506.171096131819,2506.264166584275,2506.357232629585,2506.450293643543,2506.543348851955,2506.636412070851,2506.729452493661,2506.822486959395,2506.915532316106
22.0,2496.547138451821,2496.655241338206,2496.763339956536,2496.871369028318,2496.979449946203,2497.087500176858,2497.195599517802,2497.303687827365,2497.411773969094,2497.519858586095,2497.627942414204,2497.736029030802,2497.844113850177,2497.952200646118,2498.06029055655,2498.168384869286,2498.27648030051,2498.384570248236,2498.492645968459,2498.600720186303,2498.708787972306
23.0,2488.251220170144,2488.37575729141,2488.500295282739,2488.624619639772,2488.749135322549,2488.873627541283,2488.998439972395,2489.122965880664,2489.247486758466,2489.372001736348,2489.496509802043,2489.621011898832,2489.745502480891,2489.869982167806,2489.994479831958,2490.118976752925,2490.243473783547,2490.36798050433,2490.492480599226,2490.616985221892,2490.741493124764
24.0,2480.156634372655,2480.299042106087,2480.441451111947,2480.583570855627,2480.725976498309,2480.868363703406,2481.011048822788,2481.153452352978,2481.295860598148,2481.438275526212,2481.580699330727,2481.723120783628,2481.865526728701,2482.007930666174,2482.150331549714,2482.292728120504,2482.435118830768,2482.577508389214,2482.719881379355,2482.862243136507,2483.004597666424
